geo,time,subjective_poverty,arop,unemployment_rate,real_gdp_pc,severe_mat_soc_deprivation,aic_pps_pc,gdp_pps_pc,housing_cost_overburden,arrears,unexpected_expenses,real_gdp_pc_k,aic_pps_pc_k,gdp_pps_pc_k,debt_to_income,arop_before_transfers,transfer_effect,pct_below_peak,ltu_rate,cum_gdp_shortfall_2008base,cum_gdp_shortfall_ownpeak,cum_wage_shortfall_2008base,cum_wage_shortfall_ownpeak,cum_excess_unemployment,cum_excess_ltu,cum_threshold_shortfall,gdp_years_below_2008,gdp_years_below_peak,gdp_longest_streak_2008,gdp_longest_streak_peak,gdp_cum_negative_years,wage_years_below_2008,wage_years_below_peak,wage_longest_streak_2008,wage_longest_streak_peak,wage_cum_negative_years,slope5_real_wage,slope5_real_gdp,slope5_unemployment,years_worst_quintile_unemp,years_worst_quintile_wage,share_worst_unemployment,share_worst_ltu,share_worst_real_wage,share_worst_real_gdp,share_worst_threshold,share_worst_composite,consumption_pc,hourly_comp,saving_rate,youth_unemployment,employment_rate,working_hours,real_wages_idx,real_income_idx,arop_threshold_real,hicp,hicp_food,hicp_housing,wadj_a01,work_effort_squeeze,s80s20,net_migration,warm,arope,gap_subj_arop,gap_subj_arope,acc_cum_excess_unemployment,acc_real_wages_shortfall,dur_real_wages_below,acc_pct_below_peak,acc_threshold_shortfall,acc_threshold_shortfall_mixed,acc_wadj_excess,acc_hicp_compounded,acc_housing_excess
PT,2015,40.400000000000006,19.5,13.0,18920.0,10.9,15936.2,21200.0,9.1,10.2,40.7,18.92,15.9362,21.2,107.42,47.5,28.0,4.251012145748988,7.4,32.54048582995952,32.54048582995952,21.857640901203467,44.346475233759904,20.300000000000004,18.0,21.3617516807836,7.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,5.0,4.0,-0.8095853087342075,-23.000000000003833,-0.3000000000000194,4.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.375,0.25,10710.0,13.3,7.47,31.8,67.9,39.0,94.44,95.98,96.1,0.5,1.0,0.2,141.9,176.42,6.01,1.9,23.8,26.4,20.90000000000001,14.000000000000009,20.300000000000004,21.857640901203467,5,32.54048582995952,21.3617516807836,21.3617516807836,289.4504847891985,10.631707047239725,21.1
PT,2016,36.7,19.0,11.5,19350.0,9.1,16332.4,21900.0,7.5,9.3,38.3,19.35,16.3324,21.9,101.84,46.1,27.1,2.074898785425101,6.4,34.61538461538463,34.61538461538463,26.96615432044281,53.91133458888339,20.600000000000005,19.6,21.945250200612804,8.0,8.0,8.0,8.0,4.0,6.0,6.0,6.0,6.0,4.0,0.0824685675244423,247.00000000009345,-1.440000000000491,5.0,0.0,0.625,0.625,0.0,0.0,0.3333333333333333,0.1666666666666666,10990.0,13.3,7.3,27.8,69.5,38.5,94.89,98.33,99.42,0.6,0.5,0.4,144.74,174.78,5.88,1.62,22.5,24.9,17.700000000000003,11.800000000000004,20.600000000000005,26.96615432044281,6,34.61538461538463,21.945250200612804,21.945250200612804,334.19116715919836,11.339749972342062,24.4
PT,2017,33.599999999999994,18.3,9.2,20020.0,8.0,16604.9,22600.0,6.7,7.7,36.9,20.02,16.6049,22.6,99.45,45.2,26.9,0.0,4.6,34.61538461538463,34.61538461538463,31.552575313537915,62.95410151786264,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,4.0,7.0,7.0,7.0,7.0,4.0,-0.1756359507880113,416.9999999999312,-1.909999999999758,5.0,0.0,0.5555555555555556,0.6666666666666666,0.0,0.0,0.4,0.125,11200.0,13.4,6.54,23.8,72.5,38.6,95.41,99.51,101.13,1.6,1.5,0.6,147.32,179.55,5.75,0.41,20.4,23.4,15.299999999999994,10.199999999999996,20.600000000000005,31.552575313537915,7,34.61538461538463,21.945250200612804,21.945250200612804,381.51152474284027,13.065604602278992,26.9
PT,2018,29.200000000000003,17.3,7.2,20620.0,6.6,17246.3,23500.0,5.7,6.6,34.7,20.62,17.246299999999998,23.5,95.31,43.7,26.4,0.0,3.2,34.61538461538463,34.61538461538463,33.163134625361096,69.02100676556996,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,4.0,0.8321341819404765,521.9999999998829,-1.859999999999598,5.0,0.0,0.5,0.6,0.0,0.0,0.4545454545454545,0.08,11490.0,13.8,6.94,20.2,74.6,38.6,98.39,102.5,102.97,1.2,0.7,2.2,143.73,178.89,5.22,0.03,19.4,21.6,11.900000000000002,7.600000000000001,20.600000000000005,33.163134625361096,8,34.61538461538463,21.945250200612804,21.945250200612804,425.24107818009907,14.393185086845882,28.4
PT,2019,25.799999999999997,17.2,6.6,21150.0,5.6,17927.9,24500.0,5.7,5.8,33.0,21.15,17.9279,24.5,91.81,43.4,26.2,0.0,2.8,34.61538461538463,34.61538461538463,33.163134625361096,70.25005797054423,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,4.0,0.0,9.0,8.0,9.0,4.0,2.106456732867559,572.9999999999909,-1.7099999999999838,5.0,0.0,0.4545454545454545,0.6363636363636364,0.0,0.0,0.4166666666666667,0.0833333333333333,11870.0,14.4,7.0,18.4,75.4,38.4,103.23,105.93,110.11,0.3,0.3,0.3,141.29,175.36,5.16,-1.57,18.9,21.1,8.599999999999998,4.699999999999996,20.600000000000005,33.163134625361096,0,34.61538461538463,21.945250200612804,21.945250200612804,466.5289471691742,14.736143378692312,29.9
PT,2020,20.7,16.2,7.1,19360.0,5.4,16927.2,22800.0,4.1,5.4,30.8,19.36,16.9272,22.8,94.33,42.4,26.2,8.463356973995271,2.3,36.63967611336034,43.0787415893799,33.163134625361096,70.25005797054423,20.600000000000005,19.6,21.945250200612804,1.0,1.0,8.0,8.0,5.0,0.0,0.0,8.0,9.0,4.0,2.8524443627780847,114.99999999996317,-1.1399999999998929,5.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.3846153846153846,0.1666666666666666,11030.0,15.5,12.05,22.4,73.9,37.6,105.25,104.27,118.8,-0.1,2.1,0.1,140.68,170.21,4.99,-1.34,17.5,20.0,4.5,0.6999999999999993,20.600000000000005,33.163134625361096,0,43.0787415893799,21.945250200612804,21.945250200612804,507.2097081045297,14.592322159530902,29.9
PT,2021,20.9,18.4,6.7,20390.0,6.0,18210.3,24600.0,5.9,6.8,31.2,20.39,18.2103,24.6,92.81,43.5,25.1,3.5933806146572103,2.9,36.63967611336034,46.67212220403711,33.163134625361096,70.25005797054423,20.600000000000005,19.6,21.945250200612804,0.0,2.0,8.0,8.0,5.0,0.0,0.0,8.0,9.0,4.0,3.68422572441124,-52.000000000037915,-0.5100000000000389,5.0,0.0,0.3846153846153846,0.6153846153846154,0.0,0.0,0.3571428571428571,0.1666666666666666,11550.0,15.8,10.95,23.4,75.5,38.1,110.41,107.7,120.84,0.9,0.7,1.7,136.34,169.59,5.66,-2.34,16.4,22.4,2.5,-1.5,20.600000000000005,33.163134625361096,0,46.67212220403711,21.945250200612804,21.945250200612804,543.5477285625609,15.665449717889146,31.6
PT,2022,23.299999999999997,16.4,6.2,21690.0,5.3,20584.0,27800.0,5.0,6.1,29.9,21.69,20.584,27.8,87.83,42.5,26.1,0.0,2.8,36.63967611336034,46.67212220403711,33.163134625361096,72.84063107899615,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,5.0,0.0,1.0,8.0,9.0,5.0,2.603068579600438,138.0000000000534,-0.1900000000000443,5.0,0.0,0.3571428571428571,0.6428571428571429,0.0,0.0,0.3333333333333333,0.08,12120.0,16.5,7.33,19.2,77.1,37.9,107.82,108.69,111.01,8.1,13.0,12.9,133.35,167.86,5.13,-2.68,17.5,20.1,6.899999999999999,3.1999999999999957,20.600000000000005,33.163134625361096,0,46.67212220403711,21.945250200612804,21.945250200612804,576.9000976037341,25.047018475495065,32.4
PT,2023,23.6,17.0,6.5,22130.0,4.9,22201.7,31100.0,4.9,5.2,30.5,22.13,22.2017,31.1,80.01,41.8,24.799999999999997,0.0,2.5,36.63967611336034,46.67212220403711,33.163134625361096,72.84063107899615,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,5.0,0.0,0.0,8.0,9.0,5.0,2.015838017902716,428.99999999993696,-0.1099999999999702,5.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3125,0.16,12280.0,18.0,8.92,20.5,78.0,37.7,112.02,111.99,113.23,5.3,10.0,-1.0,128.13,163.61,5.6,-2.52,20.8,20.1,6.600000000000001,3.5,20.600000000000005,33.163134625361096,0,46.67212220403711,21.945250200612804,21.945250200612804,605.0283577532974,31.62960504480583,33.1
PT,2024,21.799999999999997,16.6,6.5,22370.0,4.3,23356.1,32900.0,6.9,5.7,28.7,22.37,23.3561,32.9,75.57,40.3,23.699999999999996,0.0,2.4,36.63967611336034,46.67212220403711,33.163134625361096,72.84063107899615,20.600000000000005,19.6,21.945250200612804,0.0,0.0,8.0,8.0,5.0,0.0,0.0,8.0,9.0,5.0,2.576497765781289,775.9999999999186,-0.1400000000000018,5.0,0.0,0.3125,0.6875,0.0,0.0,0.2941176470588235,0.125,12510.0,19.3,12.53,21.6,78.5,37.5,117.32,118.75,117.96,2.7,2.3,6.5,126.34,159.76,5.2,,15.7,19.7,5.199999999999996,2.099999999999998,20.600000000000005,33.163134625361096,0,46.67212220403711,21.945250200612804,21.945250200612804,631.369188538591,35.13663015820334,35.8
RO,2015,45.599999999999994,25.4,8.4,9430.0,34.0,10554.7,15500.0,15.9,19.6,51.4,9.43,10.5547,15.5,30.84,49.5,24.1,0.0,3.6,17.048054919908466,17.048054919908466,164.22594779888215,164.22594779888215,2.399999999999997,5.6,0.0,0.0,0.0,5.0,5.0,2.0,7.0,7.0,7.0,7.0,3.0,1.0376507724557509,238.00000000002075,-0.150000000000015,0.0,7.0,0.0,0.0,0.875,1.0,0.0,0.4583333333333333,4650.0,8.6,-9.0,27.3,59.2,38.9,78.56,104.16,123.77,-0.4,-3.5,2.6,207.51,272.13,8.32,3.56,13.1,44.5,20.199999999999996,1.0999999999999943,2.399999999999997,164.22594779888217,7,17.048054919908466,0.0,0.0,881.0781050428243,37.77900248002206,4.199999999999994
RO,2016,44.1,25.3,7.2,9760.0,35.9,11483.2,16600.0,14.4,19.7,54.5,9.76,11.4832,16.6,29.04,49.5,24.2,0.0,3.4,17.048054919908466,17.048054919908466,173.45831314282395,173.45831314282395,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,2.0,8.0,8.0,8.0,8.0,3.0,4.25367297581603,292.00000000009254,-0.3600000000001489,0.0,8.0,0.0,0.0,0.8888888888888888,1.0,0.0,0.4583333333333333,4960.0,9.9,-6.2,25.9,60.3,39.2,90.77,113.85,132.37,-1.1,-2.4,-2.2,179.04,239.07,7.2,4.41,13.8,46.0,18.8,-1.8999999999999984,2.399999999999997,173.45831314282395,8,17.048054919908466,0.0,0.0,960.1196836311212,36.30476715348583,4.199999999999994
RO,2017,37.4,23.6,6.1,10620.0,32.4,12952.5,18500.0,12.3,17.3,52.5,10.62,12.9525,18.5,27.43,47.5,23.9,0.0,2.4,17.048054919908466,17.048054919908466,173.45831314282395,173.45831314282395,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,8.0,8.0,3.0,6.9235748099964445,447.99999999993014,-0.7199999999998777,0.0,8.0,0.0,0.0,0.8,1.0,0.0,0.4166666666666667,5570.0,11.3,-5.99,23.0,62.7,39.3,101.39,127.82,148.16,1.1,2.6,2.3,164.79,216.78,6.45,3.84,11.3,42.5,13.799999999999995,-5.100000000000001,2.399999999999997,173.45831314282395,0,17.048054919908466,0.0,0.0,1024.9132433533564,37.77900248002206,4.199999999999994
RO,2018,36.0,23.5,5.3,11260.0,28.3,14157.9,19900.0,10.3,16.5,45.9,11.26,14.1579,19.9,27.84,45.9,22.4,0.0,2.2,17.048054919908466,17.048054919908466,173.45831314282395,173.45831314282395,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,8.0,8.0,3.0,8.530076595375457,550.9999999998673,-0.8899999999997928,0.0,8.0,0.0,0.0,0.7272727272727273,1.0,0.0,0.56,6130.0,12.1,-12.68,20.5,63.9,39.2,108.09,132.5,173.45,4.1,4.0,8.0,154.67,207.2,7.21,3.59,9.6,38.7,12.5,-2.700000000000003,2.399999999999997,173.45831314282395,0,17.048054919908466,0.0,0.0,1079.5877222756808,43.40038578120695,4.199999999999994
RO,2019,32.0,23.8,4.9,11760.0,24.5,15281.6,21700.0,8.6,15.4,44.3,11.76,15.2816,21.7,25.59,45.2,21.4,0.0,2.0,17.048054919908466,17.048054919908466,173.45831314282395,173.45831314282395,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,8.0,8.0,3.0,8.652160217548666,615.9999999999898,-0.8899999999999959,0.0,8.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5416666666666666,6350.0,13.1,-3.2,21.0,65.1,39.4,113.16,148.62,199.39,3.9,5.6,3.7,145.56,197.78,7.08,2.19,9.3,36.1,8.2,-4.100000000000001,2.399999999999997,173.45831314282395,0,17.048054919908466,0.0,0.0,1125.1458037838593,49.007991182143854,4.199999999999994
RO,2020,35.900000000000006,23.4,6.1,11390.0,25.3,15181.0,21800.0,7.1,14.8,47.3,11.39,15.181,21.8,25.91,44.6,21.200000000000003,3.1462585034013606,1.8,17.048054919908466,20.194313423309826,173.45831314282395,173.8046514153369,2.399999999999997,6.3999999999999995,0.0,0.0,1.0,5.0,5.0,3.0,0.0,1.0,8.0,8.0,4.0,5.587203346933619,439.9999999999628,-0.3399999999999483,0.0,8.0,0.0,0.0,0.6153846153846154,1.0,0.0,0.5,6150.0,13.9,1.48,21.6,65.2,38.9,112.82,151.23,220.16,2.3,4.8,1.8,139.7,196.36,6.62,2.28,10.0,35.6,12.500000000000009,0.3000000000000042,2.399999999999997,173.45831314282395,0,20.194313423309822,0.0,0.0,1164.8482624351866,52.48002204464039,4.199999999999994
RO,2021,29.0,22.5,5.6,12130.0,23.1,16617.0,23900.0,7.5,9.4,47.3,12.13,16.617,23.9,26.17,45.9,23.4,0.0,2.0,17.048054919908466,20.194313423309826,173.45831314282395,173.8046514153369,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,8.0,8.0,4.0,2.8659228790743496,315.0000000000448,-0.0199999999999706,0.0,8.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.52,6630.0,14.0,-1.82,21.0,67.1,39.8,113.36,157.87,244.04,4.1,2.8,8.7,140.43,199.94,7.1,0.59,10.1,34.4,6.5,-5.399999999999999,2.399999999999997,173.45831314282395,0,20.194313423309822,0.0,0.0,1205.2829984796424,58.73518875723338,4.199999999999994
RO,2022,26.0,21.2,5.6,12690.0,24.3,18368.7,25900.0,8.5,18.4,47.9,12.69,18.3687,25.9,24.05,45.0,23.8,0.0,2.2,17.048054919908466,20.194313423309826,173.45831314282395,173.8046514153369,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,8.0,8.0,4.0,1.3656373821806125,323.0000000000989,0.1300000000000502,0.0,8.0,0.0,0.0,0.5333333333333333,1.0,0.0,0.44,7020.0,14.9,-7.64,22.8,68.5,39.7,114.83,158.65,252.93,12.0,16.4,22.5,142.28,194.71,6.0,-0.81,15.2,34.4,4.800000000000001,-8.399999999999999,2.399999999999997,173.45831314282395,0,20.194313423309822,0.0,0.0,1247.5608055836587,77.81758060071647,4.199999999999994
RO,2023,27.7,21.1,5.6,12970.0,19.8,19918.5,28700.0,9.1,14.4,46.4,12.97,19.9185,28.7,21.21,47.1,26.0,0.0,2.2,17.048054919908466,20.194313423309826,173.45831314282395,173.8046514153369,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,8.0,8.0,4.0,2.667453852710416,371.9999999999598,0.0900000000000054,0.0,8.0,0.0,0.0,0.5,1.0,0.0,0.48,7200.0,17.4,-2.91,21.8,68.7,39.5,125.5,165.76,275.14,9.7,14.6,9.8,128.91,177.33,5.83,-1.09,12.5,32.0,6.599999999999998,-4.300000000000001,2.399999999999997,173.45831314282395,0,20.194313423309822,0.0,0.0,1276.474689759357,95.1501791127032,4.199999999999994
RO,2024,23.8,19.0,5.4,13090.0,17.2,21712.3,30800.0,4.7,15.3,40.0,13.09,21.7123,30.8,20.19,41.4,22.4,0.0,1.8,17.048054919908466,20.194313423309826,173.45831314282395,173.8046514153369,2.399999999999997,6.3999999999999995,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,8.0,8.0,4.0,6.302711067574457,423.9999999999562,-0.1399999999999887,0.0,8.0,0.0,0.0,0.4705882352941176,1.0,0.0,0.36,7610.0,19.3,-0.92,23.9,69.5,38.8,138.26,178.78,311.18,5.8,2.9,3.0,120.97,165.3,4.62,-0.12,10.8,27.9,4.800000000000001,-4.099999999999998,2.399999999999997,173.45831314282395,0,20.194313423309822,0.0,0.0,1297.4418746659783,106.54450261780104,4.199999999999994
SE,2015,7.1,16.3,7.5,45790.0,1.1,23147.4,35100.0,8.7,6.0,19.8,45.79,23.1474,35.1,152.28,44.7,28.4,0.0,1.3,5.538887606738982,7.532092589751443,9.170644251929405,24.975469656241984,0.1999999999999993,1.6999999999999993,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,0.787288023788539,396.0000000000366,-0.0900000000000103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,20410.0,22.1,13.67,19.7,80.1,35.9,113.95,113.44,114.3,0.7,2.3,-0.5,100.37,97.73,4.06,0.42,1.2,18.2,-9.2,-11.1,0.1999999999999993,9.170644251929403,0,7.532092589751443,0.0,0.0,0.9263166525868769,11.333778668448002,5.3
SE,2016,7.6,16.2,7.1,46220.0,0.7,23161.3,34900.0,8.5,5.4,20.7,46.22,23.1613,34.9,156.8,45.0,28.8,0.0,1.2,5.538887606738982,7.532092589751443,9.170644251929405,29.5837938588855,0.1999999999999993,1.7999999999999992,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,4.0,-0.8947403902030795,716.0000000002474,-0.260000000000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,20610.0,21.8,14.94,18.2,80.8,36.2,113.89,115.84,115.52,1.1,1.1,1.6,103.3,100.26,4.25,0.24,2.6,17.7,-8.6,-10.1,0.1999999999999993,9.170644251929403,0,7.532092589751443,0.0,0.0,4.222337693661586,12.602983745268315,6.0
SE,2017,7.0,15.8,6.8,46420.0,1.0,23409.6,35300.0,8.4,5.1,19.7,46.42,23.4096,35.3,161.93,44.3,28.499999999999996,0.0,1.1,5.538887606738982,7.532092589751443,9.170644251929405,35.917280132134024,0.1999999999999993,1.7999999999999992,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,4.0,5.0,-1.373700526484901,718.999999999908,-0.3499999999999426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,20830.0,22.1,14.08,17.1,81.4,36.1,112.17,116.88,115.78,1.9,2.2,2.3,104.91,101.82,4.27,0.27,2.1,17.2,-8.8,-10.2,0.1999999999999993,9.170644251929403,0,7.532092589751443,0.0,0.0,9.131710315282575,14.696058784235145,6.6000000000000005
SE,2018,8.0,16.4,6.5,46700.0,1.4,23794.4,35900.0,8.3,4.7,20.2,46.7,23.794400000000003,35.9,161.37,44.3,27.9,0.0,0.9,5.538887606738982,7.532092589751443,9.170644251929405,47.12746722512803,0.1999999999999993,1.7999999999999992,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,5.0,6.0,-1.7127595471541508,536.9999999999453,-0.3699999999999354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,20970.0,22.6,15.17,16.8,82.0,36.1,107.29,117.54,116.2,2.0,2.5,4.7,105.37,102.16,4.13,0.47,2.3,17.7,-8.399999999999999,-9.7,0.1999999999999993,9.170644251929403,0,7.532092589751443,0.0,0.0,14.502929994090607,17.034068136272552,7.100000000000001
SE,2019,7.6,17.1,6.9,47410.0,1.5,23994.3,37000.0,9.4,4.8,20.5,47.41,23.9943,37.0,161.23,44.0,26.9,0.0,0.8,5.538887606738982,7.532092589751443,9.170644251929405,60.439902505420406,0.1999999999999993,1.7999999999999992,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,1.0,6.0,7.0,-2.4127369412715565,371.9999999999862,-0.180000000000005,1.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.1304347826086956,20910.0,23.3,17.02,19.3,81.7,35.9,105.19,118.9,116.55,1.7,2.9,2.6,105.9,101.32,4.33,0.47,1.9,18.4,-9.500000000000002,-10.8,0.1999999999999993,9.170644251929403,0,7.532092589751443,0.0,0.0,20.404500904779397,19.049209530171485,8.700000000000003
SE,2020,7.4,16.1,8.5,46180.0,2.0,23663.2,36700.0,8.3,4.9,19.8,46.18,23.6632,36.7,172.68,43.7,27.6,2.5943893693313647,1.0,5.538887606738982,10.12648195908281,9.170644251929405,70.79839033191108,0.1999999999999993,1.7999999999999992,0.0,0.0,1.0,2.0,2.0,3.0,0.0,7.0,1.0,7.0,7.0,-1.8479276254736592,90.99999999998424,0.2900000000000246,2.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1304347826086956,20150.0,24.3,17.68,23.6,80.2,35.0,108.14,117.67,120.63,0.7,2.1,-1.6,104.41,101.06,4.12,0.53,2.7,17.7,-8.700000000000001,-10.3,0.1999999999999993,9.170644251929403,0,10.12648195908281,0.0,0.0,24.81927021880996,19.8285459808506,9.200000000000003
SE,2021,7.4,15.7,8.9,48300.0,1.4,25409.0,39700.0,8.5,5.2,18.4,48.3,25.409,39.7,170.85,44.6,28.9,0.0,1.8,5.538887606738982,10.12648195908281,9.170644251929405,75.138455362438,0.5999999999999996,2.499999999999999,0.0,0.0,0.0,2.0,2.0,3.0,0.0,8.0,1.0,8.0,7.0,0.4838541751950572,324.00000000006685,0.620000000000147,3.0,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.125,21160.0,25.2,17.64,24.7,80.4,35.7,114.16,122.06,120.11,2.7,0.5,6.6,102.88,99.63,4.04,0.91,1.7,17.2,-8.299999999999999,-9.8,0.5999999999999996,9.170644251929403,0,10.12648195908281,0.0,0.0,27.699109182523017,23.012692050768212,9.900000000000002
SE,2022,7.199999999999999,16.0,7.5,48390.0,2.3,26378.9,40900.0,9.1,6.2,21.2,48.39,26.3789,40.9,165.04,41.4,25.4,0.0,1.9,5.538887606738982,10.12648195908281,9.170644251929405,90.72671935968002,0.5999999999999996,3.299999999999999,0.0,0.0,0.0,2.0,2.0,3.0,0.0,9.0,1.0,9.0,8.0,0.0216216441270318,427.00000000014336,0.4000000000000964,4.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.125,21520.0,25.1,15.85,21.7,82.0,35.9,102.91,122.84,112.8,8.1,11.7,13.0,106.36,104.52,4.34,1.36,3.3,18.6,-8.8,-11.400000000000002,0.5999999999999996,9.170644251929403,0,10.12648195908281,0.0,0.0,34.05502861226067,32.92139835226011,11.200000000000003
SE,2023,9.3,16.1,7.7,47960.0,2.5,27487.1,42500.0,10.9,6.7,21.8,47.96,27.4871,42.5,155.54,40.8,24.699999999999996,0.8886133498656748,1.6,5.538887606738982,11.015095308948489,14.431322871150089,114.48714059932554,0.5999999999999996,3.799999999999999,0.0,0.0,1.0,2.0,2.0,4.0,1.0,10.0,1.0,10.0,9.0,-2.6125748089456504,330.9999999999306,0.0600000000000237,5.0,1.0,0.3333333333333333,0.0,0.0625,0.0,0.0,0.1666666666666666,21030.0,26.2,17.1,22.1,82.6,35.7,94.74,120.49,113.72,5.9,12.7,-3.6,108.9,106.44,4.73,1.93,5.9,18.4,-6.800000000000001,-9.099999999999998,0.5999999999999996,14.431322871150087,1,11.015095308948489,0.0,0.0,42.95667292330849,40.770429748385716,14.300000000000004
SE,2024,9.9,14.8,8.4,48770.0,3.0,28736.0,44800.0,10.6,7.3,22.3,48.77,28.736,44.8,148.32,40.2,25.4,0.0,1.7,5.538887606738982,11.015095308948489,17.02007343891644,135.57563378751672,0.5999999999999996,4.399999999999999,0.0,0.0,0.0,2.0,2.0,4.0,2.0,11.0,2.0,11.0,9.0,-4.088036693251266,483.9999999999787,-0.1400000000000019,6.0,2.0,0.375,0.0,0.1176470588235294,0.0,0.0,0.1666666666666666,21260.0,27.6,18.79,24.3,81.9,35.7,97.41,122.43,118.9,2.0,1.4,1.0,110.01,106.35,4.34,1.96,4.1,17.5,-4.9,-7.6,0.5999999999999996,17.02007343891644,2,11.015095308948489,0.0,0.0,52.96691918769126,43.59830772656428,17.1
SI,2015,28.700000000000003,14.3,9.0,20170.0,4.8,14589.1,22500.0,6.1,19.2,42.9,20.17,14.5891,22.5,45.87,42.5,28.2,6.62037037037037,4.7,60.23148148148148,60.23148148148148,6.207983808796811,18.370283655610123,17.799999999999997,15.6,2.2440270083317273,7.0,7.0,7.0,7.0,3.0,0.0,5.0,3.0,5.0,3.0,-0.4793833159785139,65.00000000000436,0.2400000000000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,9520.0,18.2,11.76,16.4,68.6,39.0,100.25,94.83,103.23,-0.8,0.5,-1.8,118.4,128.92,3.6,2.86,5.6,17.7,14.400000000000002,11.000000000000004,17.799999999999997,6.207983808796811,0,60.23148148148148,2.2440270083317273,2.2440270083317273,130.1944551557912,15.713955102985455,6.900000000000001
SI,2016,25.9,13.9,8.0,20770.0,4.1,15090.3,23300.0,5.7,17.4,41.7,20.77,15.0903,23.3,45.32,41.2,27.300000000000004,3.842592592592593,4.3,64.07407407407408,64.07407407407408,6.207983808796811,18.370283655610123,19.899999999999995,18.1,2.2440270083317273,8.0,8.0,8.0,8.0,3.0,0.0,0.0,3.0,5.0,3.0,1.3116204744341926,372.000000000137,-0.290000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,9910.0,19.1,12.1,15.3,69.5,38.8,103.61,99.23,103.34,-0.2,0.6,-1.2,117.35,122.65,3.56,2.88,4.8,16.9,11.999999999999998,9.0,19.899999999999995,6.207983808796811,0,64.07407407407408,2.2440270083317273,2.2440270083317273,147.54472380641988,15.540384170330967,8.3
SI,2017,22.6,13.3,6.6,21830.0,4.5,15714.7,24900.0,5.2,15.2,37.1,21.83,15.7147,24.9,45.61,41.5,28.2,0.0,3.1,64.07407407407408,64.07407407407408,6.207983808796811,18.370283655610123,20.59999999999999,19.4,2.2440270083317273,0.0,0.0,8.0,8.0,3.0,0.0,0.0,3.0,5.0,3.0,2.1544340845328556,628.9999999999021,-0.8699999999998517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,10150.0,20.1,12.98,11.3,72.9,38.0,105.16,102.44,104.96,1.6,2.2,2.9,116.14,117.84,3.42,3.19,3.9,16.6,9.3,6.0,20.59999999999999,6.207983808796811,0,64.07407407407408,2.2440270083317273,2.2440270083317273,163.68365459291962,17.33395047442725,9.200000000000003
